audio_id	genre_id	user_id	genre_name	audio_count
2935	2935	49923	Jade277	80
1025	1025	55274	Ryan2000	12
2942	2942	96614	Agustin1997	68
2442	2442	20074	Edmund243	7
4630	4630	96974	Ira57	51
3715	3715	56800	Mellie31	17
788	788	63041	Malcom3	16
2943	2943	92300	Thea729	31
3720	3720	75041	Kenneth951	13
4628	4628	54380	Ivory1966	40
288	288	69560	Margurite958	29
2938	2938	84275	Henrietta7	5
2941	2941	15370	Blunt894	48
2441	2441	14069	Hilario296	94
4133	4133	15353	Justin2025	33
1028	1028	68912	Creighton1978	6
1027	1027	10901	Jeannette1986	40
294	294	43167	Zack1974	48
297	297	48719	Kecia2029	9
4631	4631	03946	Morgan2022	91
2942	2942	96614	Agustin1997	10
3718	3718	27880	Matt2012	3
3722	3722	83136	Rosalie819	45
3222	3222	94408	Rufus668	14
3723	3723	18319	Pattie614	37
4623	4623	24578	Alec78	2
798	798	17968	Trinh2020	81
2443	2443	53014	Vinson2027	9
795	795	36094	Jalisa876	76
2439	2439	73975	Lynelle1963	19
1528	1528	60629	Shon2012	74
4128	4128	13894	Norbert2012	90
4126	4126	46286	Merrick1958	9
4131	4131	15254	Thatcher372	89
2438	2438	85115	Mahan2023	55
3720	3720	75041	Kenneth951	42
2435	2435	58419	Patti2028	96
295	295	43903	Flossie1953	81
4629	4629	19051	Florencio2010	19
3720	3720	75041	Kenneth951	54
2936	2936	55916	Rosario563	15
2436	2436	22224	Barton133	83
789	789	78790	Runyan5	77
3715	3715	56800	Mellie31	38
1028	1028	68912	Creighton1978	43
3220	3220	69828	Gail9	24
4624	4624	50962	Meyers2002	6
4127	4127	99921	Lopes2013	6
1526	1526	79622	Van2000	86
1526	1526	79622	Van2000	1
4625	4625	55495	Albert1951	93
1526	1526	79622	Van2000	83
289	289	46913	Hank51	53
1524	1524	18571	Earnestine9	26
1026	1026	30732	Sidney932	16
4127	4127	99921	Lopes2013	31
1026	1026	30732	Sidney932	49
3220	3220	69828	Gail9	6
2937	2937	98801	Garrett29	17
4128	4128	13894	Norbert2012	26
790	790	58227	Giuseppe928	64
298	298	06234	Quinton1993	57
4132	4132	19164	Tegan1962	19
2436	2436	22224	Barton133	81
4625	4625	55495	Albert1951	93
3721	3721	00197	Winford2025	92
790	790	58227	Giuseppe928	49
3221	3221	63504	Gertie831	48
2939	2939	01219	Amberly749	28
4630	4630	96974	Ira57	64
1526	1526	79622	Van2000	9
2944	2944	97563	Caudle823	84
1026	1026	30732	Sidney932	56
796	796	49484	Brian1981	34
799	799	53765	Tequila2007	22
3722	3722	83136	Rosalie819	14
4134	4134	85572	Chester2015	37
4626	4626	70278	Ingle948	62
1529	1529	27374	Dean1968	96
1528	1528	60629	Shon2012	34
1527	1527	90156	Ivan2018	45
1027	1027	10901	Jeannette1986	6
4131	4131	15254	Thatcher372	89
3220	3220	69828	Gail9	6
2438	2438	85115	Mahan2023	27
290	290	01602	Beaudoin2002	19
299	299	87206	Jackie7	82
4629	4629	19051	Florencio2010	15
2442	2442	20074	Edmund243	2
296	296	82560	Emmitt525	73
1026	1026	30732	Sidney932	89
2939	2939	01219	Amberly749	99
791	791	49336	Holloman1	30
1527	1527	90156	Ivan2018	95
4132	4132	19164	Tegan1962	27
290	290	01602	Beaudoin2002	57
1027	1027	10901	Jeannette1986	27
1029	1029	34764	Royce422	65
291	291	35184	Norene66	19
4128	4128	13894	Norbert2012	69
1528	1528	60629	Shon2012	27
2444	2444	39718	Ciera885	71
1028	1028	68912	Creighton1978	26
1529	1529	27374	Dean1968	90
800	800	11215	Gerry1975	46
2437	2437	12540	Bishop1982	8
3222	3222	94408	Rufus668	39
2439	2439	73975	Lynelle1963	5
797	797	98802	Freddy2022	7
2940	2940	24650	Archuleta46	85
1029	1029	34764	Royce422	80
3718	3718	27880	Matt2012	20
1530	1530	52720	Ellyn978	60
3215	3215	33474	Traci369	15
792	792	65419	Huston1989	67
2939	2939	01219	Amberly749	2
1026	1026	30732	Sidney932	97
2937	2937	98801	Garrett29	85
791	791	49336	Holloman1	67
2439	2439	73975	Lynelle1963	48
4129	4129	72933	Mcmillian2000	81
4630	4630	96974	Ira57	68
292	292	38441	Ricks1995	86
4627	4627	84405	Zachariah2016	97
2437	2437	12540	Bishop1982	69
4626	4626	70278	Ingle948	17
3723	3723	18319	Pattie614	28
2945	2945	56074	Metzler2025	59
4626	4626	70278	Ingle948	90
2938	2938	84275	Henrietta7	51
4632	4632	18275	Mast1992	95
2940	2940	24650	Archuleta46	51
3218	3218	03561	Cody361	81
2943	2943	92300	Thea729	4
4129	4129	72933	Mcmillian2000	88
1024	1024	39864	Normand2018	94
1530	1530	52720	Ellyn978	57
3223	3223	57962	Cassie2009	91
3716	3716	13878	Joaquin261	84
3719	3719	05993	Lorette2004	76
3223	3223	57962	Cassie2009	41
2439	2439	73975	Lynelle1963	77
1525	1525	01541	William2017	23
3216	3216	25532	Armida1969	31
4133	4133	15353	Justin2025	42
3721	3721	00197	Winford2025	97
1527	1527	90156	Ivan2018	47
3724	3724	78921	Moss2004	31
2438	2438	85115	Mahan2023	35
4130	4130	23270	Diaz2006	75
2940	2940	24650	Archuleta46	51
297	297	48719	Kecia2029	34
1030	1030	82850	Fortune671	61
4627	4627	84405	Zachariah2016	20
2439	2439	73975	Lynelle1963	1
798	798	17968	Trinh2020	91
793	793	95627	Catherina2005	35
293	293	53964	Hunter1956	98
2940	2940	24650	Archuleta46	39
4133	4133	15353	Justin2025	13
2440	2440	48148	Slocum2011	23
1524	1524	18571	Earnestine9	43
4628	4628	54380	Ivory1966	29
291	291	35184	Norene66	15
298	298	06234	Quinton1993	44
4135	4135	77594	Custer752	5
792	792	65419	Huston1989	77
3219	3219	40661	Kaci2006	36
3224	3224	25565	Cramer2002	71
292	292	38441	Ricks1995	58
2440	2440	48148	Slocum2011	11
2938	2938	84275	Henrietta7	20
2445	2445	66377	Verline1996	31
2941	2941	15370	Blunt894	76
3218	3218	03561	Cody361	7
1025	1025	55274	Ryan2000	87
3221	3221	63504	Gertie831	62
2441	2441	14069	Hilario296	32
1527	1527	90156	Ivan2018	22
4631	4631	03946	Morgan2022	69
2443	2443	53014	Vinson2027	94
2939	2939	01219	Amberly749	27
794	794	20360	Floria476	37
3724	3724	78921	Moss2004	86
2438	2438	85115	Mahan2023	38
1030	1030	82850	Fortune671	98
4129	4129	72933	Mcmillian2000	15
4134	4134	85572	Chester2015	79
4632	4632	18275	Mast1992	99
3717	3717	32137	Ardath1969	43
1027	1027	10901	Jeannette1986	62
4135	4135	77594	Custer752	79
2440	2440	48148	Slocum2011	61
1027	1027	10901	Jeannette1986	42
1028	1028	68912	Creighton1978	8
4130	4130	23270	Diaz2006	16
4628	4628	54380	Ivory1966	51
1529	1529	27374	Dean1968	98
2439	2439	73975	Lynelle1963	14
3721	3721	00197	Winford2025	94
294	294	43167	Zack1974	11
3719	3719	05993	Lorette2004	63
2941	2941	15370	Blunt894	8
2941	2941	15370	Blunt894	74
3217	3217	92958	Hargrove2002	33
799	799	53765	Tequila2007	54
1529	1529	27374	Dean1968	5
793	793	95627	Catherina2005	25
1029	1029	34764	Royce422	66
1531	1531	57470	Neel96	46
4633	4633	89014	Kaylee693	45
299	299	87206	Jackie7	31
293	293	53964	Hunter1956	24
4627	4627	84405	Zachariah2016	31
4131	4131	15254	Thatcher372	51
4130	4130	23270	Diaz2006	60
3720	3720	75041	Kenneth951	50
4628	4628	54380	Ivory1966	19
1024	1024	39864	Normand2018	51
795	795	36094	Jalisa876	75
794	794	20360	Floria476	55
295	295	43903	Flossie1953	66
3718	3718	27880	Matt2012	15
2440	2440	48148	Slocum2011	9
3725	3725	28782	Kraig56	39
4633	4633	89014	Kaylee693	98
2944	2944	97563	Caudle823	90
3218	3218	03561	Cody361	56
800	800	11215	Gerry1975	74
3215	3215	33474	Traci369	85
2941	2941	15370	Blunt894	36
3225	3225	84740	Levy1957	8
300	300	85766	Roscoe1996	81
1528	1528	60629	Shon2012	22
4131	4131	15254	Thatcher372	21
801	801	57546	Cyndi58	30
796	796	49484	Brian1981	54
1525	1525	01541	William2017	63
301	301	19586	Shane2023	74
802	802	90746	Yolonda2013	100
4629	4629	19051	Florencio2010	52
3220	3220	69828	Gail9	15
4631	4631	03946	Morgan2022	5
3224	3224	25565	Cramer2002	40
2940	2940	24650	Archuleta46	4
294	294	43167	Zack1974	81
2441	2441	14069	Hilario296	18
2942	2942	96614	Agustin1997	68
4136	4136	90996	Gaye587	87
302	302	57530	Reis688	23
4136	4136	90996	Gaye587	85
1029	1029	34764	Royce422	31
3726	3726	48133	Marya96	27
1025	1025	55274	Ryan2000	99
4634	4634	54707	Bebe1	8
296	296	82560	Emmitt525	16
3219	3219	40661	Kaci2006	20
4629	4629	19051	Florencio2010	1
2441	2441	14069	Hilario296	29
4137	4137	56709	Culver6	51
803	803	11118	Candra532	74
2442	2442	20074	Edmund243	90
3722	3722	83136	Rosalie819	71
2939	2939	01219	Amberly749	55
4131	4131	15254	Thatcher372	30
1528	1528	60629	Shon2012	12
3725	3725	28782	Kraig56	75
795	795	36094	Jalisa876	21
2946	2946	56660	Margarito385	57
2943	2943	92300	Thea729	6
1031	1031	28106	Coppola2025	18
2443	2443	53014	Vinson2027	1
3716	3716	13878	Joaquin261	74
4132	4132	19164	Tegan1962	57
1532	1532	03731	Leanna8	70
2940	2940	24650	Archuleta46	86
1528	1528	60629	Shon2012	38
3216	3216	25532	Armida1969	59
4629	4629	19051	Florencio2010	65
303	303	82637	Tiana998	78
2444	2444	39718	Ciera885	11
2441	2441	14069	Hilario296	37
797	797	98802	Freddy2022	24
1526	1526	79622	Van2000	70
3221	3221	63504	Gertie831	18
1028	1028	68912	Creighton1978	43
4630	4630	96974	Ira57	86
295	295	43903	Flossie1953	100
2440	2440	48148	Slocum2011	8
2440	2440	48148	Slocum2011	43
3222	3222	94408	Rufus668	78
3721	3721	00197	Winford2025	51
3717	3717	32137	Ardath1969	1
3719	3719	05993	Lorette2004	67
3221	3221	63504	Gertie831	47
2945	2945	56074	Metzler2025	7
3723	3723	18319	Pattie614	35
2944	2944	97563	Caudle823	2
804	804	70304	Santos9	53
4134	4134	85572	Chester2015	19
3722	3722	83136	Rosalie819	7
1531	1531	57470	Neel96	8
304	304	90868	Doyle1985	82
1026	1026	30732	Sidney932	3
3722	3722	83136	Rosalie819	1
2942	2942	96614	Agustin1997	20
3222	3222	94408	Rufus668	6
1031	1031	28106	Coppola2025	84
2942	2942	96614	Agustin1997	74
4132	4132	19164	Tegan1962	62
2445	2445	66377	Verline1996	33
3723	3723	18319	Pattie614	14
4634	4634	54707	Bebe1	6
4635	4635	66471	Nolan1951	80
1028	1028	68912	Creighton1978	52
2942	2942	96614	Agustin1997	100
2446	2446	45676	Malcolm89	32
300	300	85766	Roscoe1996	2
1532	1532	03731	Leanna8	7
805	805	69622	Abe1954	11
2941	2941	15370	Blunt894	12
2442	2442	20074	Edmund243	45
3219	3219	40661	Kaci2006	56
2441	2441	14069	Hilario296	14
1530	1530	52720	Ellyn978	3
2439	2439	73975	Lynelle1963	53
4132	4132	19164	Tegan1962	82
801	801	57546	Cyndi58	75
3226	3226	86974	Willa1970	66
297	297	48719	Kecia2029	69
4133	4133	15353	Justin2025	37
4630	4630	96974	Ira57	37
3217	3217	92958	Hargrove2002	17
305	305	81257	Rory89	43
1032	1032	11412	Singer1975	51
2941	2941	15370	Blunt894	78
798	798	17968	Trinh2020	88
3720	3720	75041	Kenneth951	1
4630	4630	96974	Ira57	100
4133	4133	15353	Justin2025	7
2442	2442	20074	Edmund243	31
796	796	49484	Brian1981	71
2943	2943	92300	Thea729	21
3727	3727	30507	Agnus2025	87
4631	4631	03946	Morgan2022	8
2443	2443	53014	Vinson2027	2
4137	4137	56709	Culver6	18
4632	4632	18275	Mast1992	8
2441	2441	14069	Hilario296	31
3720	3720	75041	Kenneth951	44
296	296	82560	Emmitt525	34
301	301	19586	Shane2023	88
1533	1533	00176	Israel8	75
4631	4631	03946	Morgan2022	45
4134	4134	85572	Chester2015	11
1527	1527	90156	Ivan2018	91
802	802	90746	Yolonda2013	46
2946	2946	56660	Margarito385	79
4138	4138	35046	Emmitt2011	93
1526	1526	79622	Van2000	32
1026	1026	30732	Sidney932	58
302	302	57530	Reis688	4
1529	1529	27374	Dean1968	49
4635	4635	66471	Nolan1951	11
298	298	06234	Quinton1993	43
3222	3222	94408	Rufus668	95
2444	2444	39718	Ciera885	95
3718	3718	27880	Matt2012	92
2942	2942	96614	Agustin1997	39
2943	2943	92300	Thea729	18
2442	2442	20074	Edmund243	2
4632	4632	18275	Mast1992	4
2442	2442	20074	Edmund243	7
2944	2944	97563	Caudle823	75
2943	2943	92300	Thea729	69
3220	3220	69828	Gail9	97
2942	2942	96614	Agustin1997	42
2947	2947	04297	Chelsey1961	55
2444	2444	39718	Ciera885	65
799	799	53765	Tequila2007	82
4134	4134	85572	Chester2015	100
4632	4632	18275	Mast1992	74
1527	1527	90156	Ivan2018	32
4135	4135	77594	Custer752	96
3223	3223	57962	Cassie2009	2
3723	3723	18319	Pattie614	50
4135	4135	77594	Custer752	42
3223	3223	57962	Cassie2009	19
2446	2446	45676	Malcolm89	70
299	299	87206	Jackie7	67
2442	2442	20074	Edmund243	85
2943	2943	92300	Thea729	12
1529	1529	27374	Dean1968	38
3223	3223	57962	Cassie2009	3
3218	3218	03561	Cody361	5
2945	2945	56074	Metzler2025	6
2943	2943	92300	Thea729	39
3227	3227	65878	Kristian1980	31
4138	4138	35046	Emmitt2011	66
2443	2443	53014	Vinson2027	37
1029	1029	34764	Royce422	5
4636	4636	91913	Granville799	42
4633	4633	89014	Kaylee693	18
806	806	60299	Rodger2029	85
3719	3719	05993	Lorette2004	94
1027	1027	10901	Jeannette1986	17
2940	2940	24650	Archuleta46	57
3724	3724	78921	Moss2004	1
1032	1032	11412	Singer1975	56
2443	2443	53014	Vinson2027	50
2944	2944	97563	Caudle823	72
1030	1030	82850	Fortune671	22
797	797	98802	Freddy2022	95
2447	2447	72158	Pinckney2002	12
4633	4633	89014	Kaylee693	48
2443	2443	53014	Vinson2027	10
3728	3728	99555	Chester2008	5
4135	4135	77594	Custer752	32
2945	2945	56074	Metzler2025	6
1531	1531	57470	Neel96	93
2443	2443	53014	Vinson2027	1
2444	2444	39718	Ciera885	32
2944	2944	97563	Caudle823	53
2945	2945	56074	Metzler2025	22
1530	1530	52720	Ellyn978	38
2947	2947	04297	Chelsey1961	81
3219	3219	40661	Kaci2006	3
3220	3220	69828	Gail9	1
1030	1030	82850	Fortune671	63
4133	4133	15353	Justin2025	35
803	803	11118	Candra532	35
306	306	69675	Wenzel2026	51
2440	2440	48148	Slocum2011	78
2445	2445	66377	Verline1996	10
807	807	67278	Jarrell1955	78
297	297	48719	Kecia2029	2
798	798	17968	Trinh2020	40
307	307	15301	Kern723	61
298	298	06234	Quinton1993	76
1033	1033	78467	Cook27	20
808	808	18626	Jesica669	41
2944	2944	97563	Caudle823	73
1528	1528	60629	Shon2012	35
3228	3228	14590	Elliot27	20
1028	1028	68912	Creighton1978	75
2447	2447	72158	Pinckney2002	27
2445	2445	66377	Verline1996	92
3225	3225	84740	Levy1957	8
3721	3721	00197	Winford2025	73
1533	1533	00176	Israel8	94
3720	3720	75041	Kenneth951	64
2944	2944	97563	Caudle823	50
308	308	03863	Boudreau9	59
809	809	06615	Manuel1976	22
4633	4633	89014	Kaylee693	22
2948	2948	30658	Dominick8	43
4139	4139	74191	Matthews1993	92
800	800	11215	Gerry1975	79
4631	4631	03946	Morgan2022	52
2444	2444	39718	Ciera885	61
309	309	83565	Marybelle2029	3
2448	2448	38161	Winter1957	80
2949	2949	57544	Fermin258	94
300	300	85766	Roscoe1996	2
4136	4136	90996	Gaye587	29
303	303	82637	Tiana998	74
1530	1530	52720	Ellyn978	27
1529	1529	27374	Dean1968	87
2946	2946	56660	Margarito385	73
3724	3724	78921	Moss2004	51
810	810	84244	Donette24	66
4636	4636	91913	Granville799	47
3224	3224	25565	Cramer2002	43
1027	1027	10901	Jeannette1986	63
4136	4136	90996	Gaye587	58
2444	2444	39718	Ciera885	10
1531	1531	57470	Neel96	99
1534	1534	60971	Brinson2007	16
2444	2444	39718	Ciera885	40
4134	4134	85572	Chester2015	74
3721	3721	00197	Winford2025	55
4632	4632	18275	Mast1992	30
3724	3724	78921	Moss2004	65
2948	2948	30658	Dominick8	45
4136	4136	90996	Gaye587	20
3729	3729	41352	Carin1956	28
3221	3221	63504	Gertie831	45
804	804	70304	Santos9	42
4637	4637	72255	Adame2009	1
310	310	78362	Chante1954	79
2946	2946	56660	Margarito385	42
304	304	90868	Doyle1985	50
811	811	93108	Goetz2018	12
801	801	57546	Cyndi58	11
1527	1527	90156	Ivan2018	49
3221	3221	63504	Gertie831	92
1528	1528	60629	Shon2012	25
3722	3722	83136	Rosalie819	86
4634	4634	54707	Bebe1	30
3725	3725	28782	Kraig56	38
311	311	93802	Chance1963	13
2446	2446	45676	Malcolm89	73
4634	4634	54707	Bebe1	4
3224	3224	25565	Cramer2002	36
301	301	19586	Shane2023	80
4139	4139	74191	Matthews1993	3
2449	2449	22647	Lynn437	51
3222	3222	94408	Rufus668	3
4137	4137	56709	Culver6	64
812	812	47783	Vernita2001	97
4135	4135	77594	Custer752	74
805	805	69622	Abe1954	67
312	312	10288	Conway38	82
2448	2448	38161	Winter1957	60
2941	2941	15370	Blunt894	24
2949	2949	57544	Fermin258	41
1033	1033	78467	Cook27	72
4635	4635	66471	Nolan1951	24
802	802	90746	Yolonda2013	30
2945	2945	56074	Metzler2025	87
813	813	21415	Rouse2007	75
305	305	81257	Rory89	16
2445	2445	66377	Verline1996	64
806	806	60299	Rodger2029	15
3225	3225	84740	Levy1957	80
306	306	69675	Wenzel2026	57
3220	3220	69828	Gail9	22
3229	3229	49874	Albert562	29
4140	4140	35360	Keenan542	99
4638	4638	67714	Maurer48	42
1028	1028	68912	Creighton1978	83
3725	3725	28782	Kraig56	2
3722	3722	83136	Rosalie819	9
302	302	57530	Reis688	60
803	803	11118	Candra532	77
313	313	95705	Horacio1973	55
1030	1030	82850	Fortune671	95
3723	3723	18319	Pattie614	82
814	814	64611	Nadine869	77
799	799	53765	Tequila2007	65
3225	3225	84740	Levy1957	30
2441	2441	14069	Hilario296	91
3726	3726	48133	Marya96	52
3224	3224	25565	Cramer2002	8
4634	4634	54707	Bebe1	57
3721	3721	00197	Winford2025	98
807	807	67278	Jarrell1955	52
1531	1531	57470	Neel96	99
1034	1034	17077	Bobbi1997	42
3222	3222	94408	Rufus668	40
1028	1028	68912	Creighton1978	55
1031	1031	28106	Coppola2025	8
2449	2449	22647	Lynn437	8
314	314	36330	Jon52	26
299	299	87206	Jackie7	83
3223	3223	57962	Cassie2009	9
307	307	15301	Kern723	15
1529	1529	27374	Dean1968	44
815	815	63638	Waylon1982	4
2946	2946	56660	Margarito385	85
315	315	14076	Rucker5	78
303	303	82637	Tiana998	25
1031	1031	28106	Coppola2025	4
4137	4137	56709	Culver6	94
2945	2945	56074	Metzler2025	74
3726	3726	48133	Marya96	56
808	808	18626	Jesica669	19
2945	2945	56074	Metzler2025	24
3723	3723	18319	Pattie614	4
2445	2445	66377	Verline1996	53
800	800	11215	Gerry1975	21
1027	1027	10901	Jeannette1986	51
1031	1031	28106	Coppola2025	22
4635	4635	66471	Nolan1951	13
804	804	70304	Santos9	53
2446	2446	45676	Malcolm89	54
2445	2445	66377	Verline1996	90
3725	3725	28782	Kraig56	70
4633	4633	89014	Kaylee693	27
2950	2950	73352	Kirby863	38
2450	2450	08511	Larisa2019	96
2942	2942	96614	Agustin1997	9
4637	4637	72255	Adame2009	57
4138	4138	35046	Emmitt2011	48
4138	4138	35046	Emmitt2011	94
1528	1528	60629	Shon2012	71
1535	1535	99723	Blaine1961	73
1529	1529	27374	Dean1968	44
2950	2950	73352	Kirby863	29
3223	3223	57962	Cassie2009	7
1029	1029	34764	Royce422	45
3226	3226	86974	Willa1970	85
2947	2947	04297	Chelsey1961	66
3221	3221	63504	Gertie831	100
3722	3722	83136	Rosalie819	72
3225	3225	84740	Levy1957	51
304	304	90868	Doyle1985	25
816	816	07546	Myles136	40
308	308	03863	Boudreau9	92
2442	2442	20074	Edmund243	64
3724	3724	78921	Moss2004	74
300	300	85766	Roscoe1996	66
4136	4136	90996	Gaye587	59
801	801	57546	Cyndi58	63
4634	4634	54707	Bebe1	57
4137	4137	56709	Culver6	28
2450	2450	08511	Larisa2019	6
809	809	06615	Manuel1976	59
2447	2447	72158	Pinckney2002	4
1029	1029	34764	Royce422	91
2947	2947	04297	Chelsey1961	94
316	316	77188	Edge822	11
4636	4636	91913	Granville799	33
1029	1029	34764	Royce422	50
3726	3726	48133	Marya96	26
1532	1532	03731	Leanna8	16
1035	1035	74685	Harry624	36
805	805	69622	Abe1954	23
305	305	81257	Rory89	19
1028	1028	68912	Creighton1978	51
1032	1032	11412	Singer1975	70
4140	4140	35360	Keenan542	10
301	301	19586	Shane2023	24
4635	4635	66471	Nolan1951	99
802	802	90746	Yolonda2013	49
1532	1532	03731	Leanna8	5
806	806	60299	Rodger2029	86
1534	1534	60971	Brinson2007	2
4138	4138	35046	Emmitt2011	46
3224	3224	25565	Cramer2002	5
4139	4139	74191	Matthews1993	28
4638	4638	67714	Maurer48	19
4137	4137	56709	Culver6	81
4637	4637	72255	Adame2009	23
4635	4635	66471	Nolan1951	59
2948	2948	30658	Dominick8	62
817	817	54453	Francesca2026	56
309	309	83565	Marybelle2029	85
317	317	65945	Rodger1961	32
4141	4141	49802	Jason699	72
4141	4141	49802	Jason699	67
306	306	69675	Wenzel2026	39
302	302	57530	Reis688	22
807	807	67278	Jarrell1955	50
2946	2946	56660	Margarito385	56
1536	1536	22878	Marlowe1952	35
2951	2951	28710	Pat2019	14
2446	2446	45676	Malcolm89	62
1034	1034	17077	Bobbi1997	48
2946	2946	56660	Margarito385	78
3725	3725	28782	Kraig56	93
2446	2446	45676	Malcolm89	96
1029	1029	34764	Royce422	15
3225	3225	84740	Levy1957	33
818	818	68893	Lizeth6	100
2447	2447	72158	Pinckney2002	90
1529	1529	27374	Dean1968	58
318	318	58147	Hunter1975	2
3730	3730	13451	Markus1967	53
2451	2451	23418	Gus1974	70
3724	3724	78921	Moss2004	56
1029	1029	34764	Royce422	41
3726	3726	48133	Marya96	92
4140	4140	35360	Keenan542	34
2446	2446	45676	Malcolm89	3
803	803	11118	Candra532	46
1532	1532	03731	Leanna8	48
3230	3230	37854	Wanda2015	3
3726	3726	48133	Marya96	84
4639	4639	67171	Norman1990	8
4138	4138	35046	Emmitt2011	95
303	303	82637	Tiana998	85
307	307	15301	Kern723	39
2948	2948	30658	Dominick8	3
804	804	70304	Santos9	2
4636	4636	91913	Granville799	33
808	808	18626	Jesica669	7
1036	1036	48387	Hee1992	42
4142	4142	98285	Hughes2011	74
2947	2947	04297	Chelsey1961	5
4636	4636	91913	Granville799	81
3226	3226	86974	Willa1970	77
4139	4139	74191	Matthews1993	68
3224	3224	25565	Cramer2002	36
3226	3226	86974	Willa1970	100
1535	1535	99723	Blaine1961	42
4636	4636	91913	Granville799	62
1032	1032	11412	Singer1975	96
3731	3731	82209	Isaac7	17
1530	1530	52720	Ellyn978	99
819	819	71750	Irish849	57
3222	3222	94408	Rufus668	95
2447	2447	72158	Pinckney2002	38
2947	2947	04297	Chelsey1961	24
1537	1537	21517	Shayna1961	10
4139	4139	74191	Matthews1993	100
3727	3727	30507	Agnus2025	74
308	308	03863	Boudreau9	75
1030	1030	82850	Fortune671	8
3227	3227	65878	Kristian1980	29
2445	2445	66377	Verline1996	100
2946	2946	56660	Margarito385	31
1531	1531	57470	Neel96	74
2951	2951	28710	Pat2019	82
4637	4637	72255	Adame2009	53
1530	1530	52720	Ellyn978	73
3723	3723	18319	Pattie614	26
2447	2447	72158	Pinckney2002	63
319	319	78242	Mulligan357	98
809	809	06615	Manuel1976	36
2947	2947	04297	Chelsey1961	96
2446	2446	45676	Malcolm89	48
1037	1037	72339	Padilla1	83
4638	4638	67714	Maurer48	18
309	309	83565	Marybelle2029	84
2948	2948	30658	Dominick8	22
810	810	84244	Donette24	54
4639	4639	67171	Norman1990	71
1030	1030	82850	Fortune671	35
3226	3226	86974	Willa1970	78
4140	4140	35360	Keenan542	8
1032	1032	11412	Singer1975	67
3223	3223	57962	Cassie2009	76
3725	3725	28782	Kraig56	88
3727	3727	30507	Agnus2025	28
304	304	90868	Doyle1985	8
1031	1031	28106	Coppola2025	17
3227	3227	65878	Kristian1980	42
1533	1533	00176	Israel8	94
1532	1532	03731	Leanna8	48
2451	2451	23418	Gus1974	87
3724	3724	78921	Moss2004	65
310	310	78362	Chante1954	78
805	805	69622	Abe1954	87
4640	4640	22753	Walker1967	73
3728	3728	99555	Chester2008	23
811	811	93108	Goetz2018	78
1538	1538	48342	Moses1991	5
1033	1033	78467	Cook27	39
305	305	81257	Rory89	37
810	810	84244	Donette24	55
311	311	93802	Chance1963	18
820	820	52189	Craig2025	67
3727	3727	30507	Agnus2025	93
2943	2943	92300	Thea729	74
806	806	60299	Rodger2029	50
3728	3728	99555	Chester2008	51
3228	3228	14590	Elliot27	61
4139	4139	74191	Matthews1993	76
2447	2447	72158	Pinckney2002	15
4143	4143	02627	Smoot676	30
3227	3227	65878	Kristian1980	11
1531	1531	57470	Neel96	91
1530	1530	52720	Ellyn978	4
1530	1530	52720	Ellyn978	66
3728	3728	99555	Chester2008	34
2947	2947	04297	Chelsey1961	2
1533	1533	00176	Israel8	85
4141	4141	49802	Jason699	41
4641	4641	96130	Pond443	73
1032	1032	11412	Singer1975	6
1031	1031	28106	Coppola2025	11
812	812	47783	Vernita2001	43
1030	1030	82850	Fortune671	80
2448	2448	38161	Winter1957	2
4637	4637	72255	Adame2009	22
306	306	69675	Wenzel2026	8
3228	3228	14590	Elliot27	53
3226	3226	86974	Willa1970	60
3224	3224	25565	Cramer2002	37
2948	2948	30658	Dominick8	31
1035	1035	74685	Harry624	12
1536	1536	22878	Marlowe1952	29
312	312	10288	Conway38	25
4142	4142	98285	Hughes2011	61
1033	1033	78467	Cook27	15
2448	2448	38161	Winter1957	10
1030	1030	82850	Fortune671	3
4638	4638	67714	Maurer48	40
2448	2448	38161	Winter1957	77
3727	3727	30507	Agnus2025	35
4144	4144	95663	Rene6	4
4639	4639	67171	Norman1990	78
2443	2443	53014	Vinson2027	45
310	310	78362	Chante1954	4
2448	2448	38161	Winter1957	3
4140	4140	35360	Keenan542	6
2952	2952	39266	Jamie771	4
807	807	67278	Jarrell1955	62
3228	3228	14590	Elliot27	5
4637	4637	72255	Adame2009	18
320	320	63509	Kayce1953	62
3231	3231	95101	Jenelle882	8
2447	2447	72158	Pinckney2002	99
1531	1531	57470	Neel96	19
821	821	29558	Sadler1	25
4141	4141	49802	Jason699	61
1534	1534	60971	Brinson2007	30
2949	2949	57544	Fermin258	87
2949	2949	57544	Fermin258	43
813	813	21415	Rouse2007	56
4639	4639	67171	Norman1990	10
4638	4638	67714	Maurer48	8
1036	1036	48387	Hee1992	83
4640	4640	22753	Walker1967	28
313	313	95705	Horacio1973	27
4642	4642	74598	Lore1976	38
1537	1537	21517	Shayna1961	48
2944	2944	97563	Caudle823	4
1034	1034	17077	Bobbi1997	49
307	307	15301	Kern723	74
3225	3225	84740	Levy1957	37
808	808	18626	Jesica669	63
2949	2949	57544	Fermin258	98
3227	3227	65878	Kristian1980	7
1531	1531	57470	Neel96	38
811	811	93108	Goetz2018	3
1038	1038	54782	Nicholas1983	1
1037	1037	72339	Padilla1	74
321	321	92599	Uribe394	91
2444	2444	39718	Ciera885	57
3725	3725	28782	Kraig56	8
814	814	64611	Nadine869	34
822	822	90999	Thrasher374	80
